,Location,Value,Parameter,Units,Datetime
3561,Minh Khai - Bắc Từ Liêm,59.0,pm10,µg/m³,2025-02-17T00:00:00+07:00
3562,Minh Khai - Bắc Từ Liêm,29.5,pm10,µg/m³,2025-02-18T00:00:00+07:00
3563,Minh Khai - Bắc Từ Liêm,51.0,pm10,µg/m³,2025-02-19T00:00:00+07:00
3564,Minh Khai - Bắc Từ Liêm,166.0,pm10,µg/m³,2025-02-20T00:00:00+07:00
3565,Minh Khai - Bắc Từ Liêm,112.0,pm10,µg/m³,2025-02-21T00:00:00+07:00
3566,Minh Khai - Bắc Từ Liêm,104.0,pm10,µg/m³,2025-02-22T00:00:00+07:00
3567,Minh Khai - Bắc Từ Liêm,41.2,pm10,µg/m³,2025-02-23T00:00:00+07:00
3568,Minh Khai - Bắc Từ Liêm,25.1,pm10,µg/m³,2025-02-24T00:00:00+07:00
3569,Minh Khai - Bắc Từ Liêm,43.6,pm10,µg/m³,2025-02-25T00:00:00+07:00
3570,Minh Khai - Bắc Từ Liêm,54.2,pm10,µg/m³,2025-02-26T00:00:00+07:00
3571,Minh Khai - Bắc Từ Liêm,149.0,pm10,µg/m³,2025-02-27T00:00:00+07:00
3572,Minh Khai - Bắc Từ Liêm,128.0,pm10,µg/m³,2025-02-28T00:00:00+07:00
3573,Minh Khai - Bắc Từ Liêm,118.0,pm10,µg/m³,2025-03-01T00:00:00+07:00
3574,Minh Khai - Bắc Từ Liêm,71.3,pm10,µg/m³,2025-03-02T00:00:00+07:00
3575,Minh Khai - Bắc Từ Liêm,7.35,pm25,µg/m³,2024-01-29T00:00:00+07:00
3576,Minh Khai - Bắc Từ Liêm,6.63,pm25,µg/m³,2024-01-30T00:00:00+07:00
3577,Minh Khai - Bắc Từ Liêm,8.03,pm25,µg/m³,2024-01-31T00:00:00+07:00
3578,Minh Khai - Bắc Từ Liêm,11.4,pm25,µg/m³,2024-02-01T00:00:00+07:00
3579,Minh Khai - Bắc Từ Liêm,7.84,pm25,µg/m³,2024-02-02T00:00:00+07:00
3580,Minh Khai - Bắc Từ Liêm,8.25,pm25,µg/m³,2024-02-03T00:00:00+07:00
3581,Minh Khai - Bắc Từ Liêm,9.69,pm25,µg/m³,2024-02-04T00:00:00+07:00
3582,Minh Khai - Bắc Từ Liêm,10.3,pm25,µg/m³,2024-02-05T00:00:00+07:00
3583,Minh Khai - Bắc Từ Liêm,6.64,pm25,µg/m³,2024-02-06T00:00:00+07:00
3584,Minh Khai - Bắc Từ Liêm,7.13,pm25,µg/m³,2024-02-07T00:00:00+07:00
3585,Minh Khai - Bắc Từ Liêm,7.85,pm25,µg/m³,2024-02-08T00:00:00+07:00
3586,Minh Khai - Bắc Từ Liêm,7.87,pm25,µg/m³,2024-02-09T00:00:00+07:00
3587,Minh Khai - Bắc Từ Liêm,9.29,pm25,µg/m³,2024-02-10T00:00:00+07:00
3588,Minh Khai - Bắc Từ Liêm,6.46,pm25,µg/m³,2024-02-11T00:00:00+07:00
3589,Minh Khai - Bắc Từ Liêm,8.7,pm25,µg/m³,2024-02-12T00:00:00+07:00
3590,Minh Khai - Bắc Từ Liêm,9.18,pm25,µg/m³,2024-02-13T00:00:00+07:00
3591,Minh Khai - Bắc Từ Liêm,7.58,pm25,µg/m³,2024-02-14T00:00:00+07:00
3592,Minh Khai - Bắc Từ Liêm,8.47,pm25,µg/m³,2024-02-15T00:00:00+07:00
3593,Minh Khai - Bắc Từ Liêm,8.36,pm25,µg/m³,2024-02-16T00:00:00+07:00
3594,Minh Khai - Bắc Từ Liêm,9.63,pm25,µg/m³,2024-02-17T00:00:00+07:00
3595,Minh Khai - Bắc Từ Liêm,6.29,pm25,µg/m³,2024-02-18T00:00:00+07:00
3596,Minh Khai - Bắc Từ Liêm,12.9,pm25,µg/m³,2024-02-19T00:00:00+07:00
3597,Minh Khai - Bắc Từ Liêm,5.62,pm25,µg/m³,2024-02-20T00:00:00+07:00
3598,Minh Khai - Bắc Từ Liêm,9.7,pm25,µg/m³,2024-02-21T00:00:00+07:00
3599,Minh Khai - Bắc Từ Liêm,5.73,pm25,µg/m³,2024-02-22T00:00:00+07:00
3600,Minh Khai - Bắc Từ Liêm,6.85,pm25,µg/m³,2024-02-23T00:00:00+07:00
3601,Minh Khai - Bắc Từ Liêm,6.4,pm25,µg/m³,2024-02-24T00:00:00+07:00
3602,Minh Khai - Bắc Từ Liêm,5.81,pm25,µg/m³,2024-02-25T00:00:00+07:00
3603,Minh Khai - Bắc Từ Liêm,6.25,pm25,µg/m³,2024-02-26T00:00:00+07:00
3604,Minh Khai - Bắc Từ Liêm,6.99,pm25,µg/m³,2024-02-27T00:00:00+07:00
3605,Minh Khai - Bắc Từ Liêm,8.25,pm25,µg/m³,2024-02-28T00:00:00+07:00
3606,Minh Khai - Bắc Từ Liêm,9.38,pm25,µg/m³,2024-02-29T00:00:00+07:00
3607,Minh Khai - Bắc Từ Liêm,6.8,pm25,µg/m³,2024-03-01T00:00:00+07:00
3608,Minh Khai - Bắc Từ Liêm,7.95,pm25,µg/m³,2024-03-02T00:00:00+07:00
3609,Minh Khai - Bắc Từ Liêm,7.94,pm25,µg/m³,2024-03-03T00:00:00+07:00
3610,Minh Khai - Bắc Từ Liêm,8.9,pm25,µg/m³,2024-03-04T00:00:00+07:00
3611,Minh Khai - Bắc Từ Liêm,19.4,pm25,µg/m³,2024-03-05T00:00:00+07:00
3612,Minh Khai - Bắc Từ Liêm,23.5,pm25,µg/m³,2024-03-06T00:00:00+07:00
3613,Minh Khai - Bắc Từ Liêm,9.71,pm25,µg/m³,2024-03-07T00:00:00+07:00
3614,Minh Khai - Bắc Từ Liêm,15.3,pm25,µg/m³,2024-03-08T00:00:00+07:00
3615,Minh Khai - Bắc Từ Liêm,7.32,pm25,µg/m³,2024-03-09T00:00:00+07:00
3616,Minh Khai - Bắc Từ Liêm,8.5,pm25,µg/m³,2024-03-10T00:00:00+07:00
3617,Minh Khai - Bắc Từ Liêm,11.3,pm25,µg/m³,2024-03-11T00:00:00+07:00
3618,Minh Khai - Bắc Từ Liêm,8.19,pm25,µg/m³,2024-03-15T00:00:00+07:00
3619,Minh Khai - Bắc Từ Liêm,9.29,pm25,µg/m³,2024-03-16T00:00:00+07:00
3620,Minh Khai - Bắc Từ Liêm,10.6,pm25,µg/m³,2024-03-17T00:00:00+07:00
3621,Minh Khai - Bắc Từ Liêm,14.1,pm25,µg/m³,2024-03-18T00:00:00+07:00
3622,Minh Khai - Bắc Từ Liêm,8.71,pm25,µg/m³,2024-03-19T00:00:00+07:00
3623,Minh Khai - Bắc Từ Liêm,32.0,pm25,µg/m³,2024-03-20T00:00:00+07:00
3624,Minh Khai - Bắc Từ Liêm,63.9,pm25,µg/m³,2024-03-21T00:00:00+07:00
3625,Minh Khai - Bắc Từ Liêm,53.8,pm25,µg/m³,2024-03-22T00:00:00+07:00
3626,Minh Khai - Bắc Từ Liêm,37.0,pm25,µg/m³,2024-03-25T00:00:00+07:00
3627,Minh Khai - Bắc Từ Liêm,51.1,pm25,µg/m³,2024-03-26T00:00:00+07:00
3628,Minh Khai - Bắc Từ Liêm,53.0,pm25,µg/m³,2024-03-27T00:00:00+07:00
3629,Minh Khai - Bắc Từ Liêm,47.9,pm25,µg/m³,2024-03-28T00:00:00+07:00
3630,Minh Khai - Bắc Từ Liêm,53.5,pm25,µg/m³,2024-03-29T00:00:00+07:00
3631,Minh Khai - Bắc Từ Liêm,60.7,pm25,µg/m³,2024-03-30T00:00:00+07:00
3632,Minh Khai - Bắc Từ Liêm,54.8,pm25,µg/m³,2024-03-31T00:00:00+07:00
3633,Minh Khai - Bắc Từ Liêm,24.4,pm25,µg/m³,2024-04-02T00:00:00+07:00
3634,Minh Khai - Bắc Từ Liêm,64.4,pm25,µg/m³,2024-04-03T00:00:00+07:00
3635,Minh Khai - Bắc Từ Liêm,52.1,pm25,µg/m³,2024-04-04T00:00:00+07:00
3636,Minh Khai - Bắc Từ Liêm,31.2,pm25,µg/m³,2024-04-08T00:00:00+07:00
3637,Minh Khai - Bắc Từ Liêm,35.7,pm25,µg/m³,2024-04-09T00:00:00+07:00
3638,Minh Khai - Bắc Từ Liêm,63.2,pm25,µg/m³,2024-04-11T00:00:00+07:00
3639,Minh Khai - Bắc Từ Liêm,42.5,pm25,µg/m³,2024-04-12T00:00:00+07:00
3640,Minh Khai - Bắc Từ Liêm,38.7,pm25,µg/m³,2024-04-13T00:00:00+07:00
3641,Minh Khai - Bắc Từ Liêm,74.7,pm25,µg/m³,2024-04-14T00:00:00+07:00
3642,Minh Khai - Bắc Từ Liêm,37.0,pm25,µg/m³,2024-04-15T00:00:00+07:00
3643,Minh Khai - Bắc Từ Liêm,46.2,pm25,µg/m³,2024-04-16T00:00:00+07:00
3644,Minh Khai - Bắc Từ Liêm,39.4,pm25,µg/m³,2024-04-17T00:00:00+07:00
3645,Minh Khai - Bắc Từ Liêm,49.1,pm25,µg/m³,2024-04-18T00:00:00+07:00
3646,Minh Khai - Bắc Từ Liêm,40.0,pm25,µg/m³,2024-04-19T00:00:00+07:00
3647,Minh Khai - Bắc Từ Liêm,44.6,pm25,µg/m³,2024-04-20T00:00:00+07:00
3648,Minh Khai - Bắc Từ Liêm,17.6,pm25,µg/m³,2024-05-03T00:00:00+07:00
3649,Minh Khai - Bắc Từ Liêm,33.9,pm25,µg/m³,2024-05-04T00:00:00+07:00
3650,Minh Khai - Bắc Từ Liêm,27.4,pm25,µg/m³,2024-05-05T00:00:00+07:00
3651,Minh Khai - Bắc Từ Liêm,15.3,pm25,µg/m³,2024-05-06T00:00:00+07:00
3652,Minh Khai - Bắc Từ Liêm,30.3,pm25,µg/m³,2024-05-07T00:00:00+07:00
3653,Minh Khai - Bắc Từ Liêm,27.0,pm25,µg/m³,2024-05-08T00:00:00+07:00
3654,Minh Khai - Bắc Từ Liêm,22.6,pm25,µg/m³,2024-05-09T00:00:00+07:00
3655,Minh Khai - Bắc Từ Liêm,29.9,pm25,µg/m³,2024-05-10T00:00:00+07:00
3656,Minh Khai - Bắc Từ Liêm,25.3,pm25,µg/m³,2024-05-11T00:00:00+07:00
3657,Minh Khai - Bắc Từ Liêm,26.6,pm25,µg/m³,2024-05-12T00:00:00+07:00
3658,Minh Khai - Bắc Từ Liêm,15.5,pm25,µg/m³,2024-05-13T00:00:00+07:00
3659,Minh Khai - Bắc Từ Liêm,24.4,pm25,µg/m³,2024-05-14T00:00:00+07:00
3660,Minh Khai - Bắc Từ Liêm,13.9,pm25,µg/m³,2024-05-15T00:00:00+07:00
3661,Minh Khai - Bắc Từ Liêm,13.6,pm25,µg/m³,2024-05-16T00:00:00+07:00
3662,Minh Khai - Bắc Từ Liêm,13.1,pm25,µg/m³,2024-05-17T00:00:00+07:00
3663,Minh Khai - Bắc Từ Liêm,9.45,pm25,µg/m³,2024-05-18T00:00:00+07:00
3664,Minh Khai - Bắc Từ Liêm,6.07,pm25,µg/m³,2024-05-19T00:00:00+07:00
3665,Minh Khai - Bắc Từ Liêm,6.21,pm25,µg/m³,2024-05-20T00:00:00+07:00
3666,Minh Khai - Bắc Từ Liêm,14.9,pm25,µg/m³,2024-05-21T00:00:00+07:00
3667,Minh Khai - Bắc Từ Liêm,9.65,pm25,µg/m³,2024-05-22T00:00:00+07:00
3668,Minh Khai - Bắc Từ Liêm,13.7,pm25,µg/m³,2024-05-23T00:00:00+07:00
3669,Minh Khai - Bắc Từ Liêm,9.1,pm25,µg/m³,2024-05-24T00:00:00+07:00
3670,Minh Khai - Bắc Từ Liêm,5.57,pm25,µg/m³,2024-05-25T00:00:00+07:00
3671,Minh Khai - Bắc Từ Liêm,7.81,pm25,µg/m³,2024-05-26T00:00:00+07:00
3672,Minh Khai - Bắc Từ Liêm,91.6,pm25,µg/m³,2024-06-02T00:00:00+07:00
3673,Minh Khai - Bắc Từ Liêm,29.0,pm25,µg/m³,2024-06-03T00:00:00+07:00
3674,Minh Khai - Bắc Từ Liêm,22.5,pm25,µg/m³,2024-06-04T00:00:00+07:00
3675,Minh Khai - Bắc Từ Liêm,8.8,pm25,µg/m³,2024-06-05T00:00:00+07:00
3676,Minh Khai - Bắc Từ Liêm,9.27,pm25,µg/m³,2024-06-06T00:00:00+07:00
3677,Minh Khai - Bắc Từ Liêm,23.8,pm25,µg/m³,2024-06-07T00:00:00+07:00
3678,Minh Khai - Bắc Từ Liêm,8.53,pm25,µg/m³,2024-06-08T00:00:00+07:00
3679,Minh Khai - Bắc Từ Liêm,6.98,pm25,µg/m³,2024-06-09T00:00:00+07:00
3680,Minh Khai - Bắc Từ Liêm,54.2,pm25,µg/m³,2024-06-10T00:00:00+07:00
3681,Minh Khai - Bắc Từ Liêm,16.0,pm25,µg/m³,2024-06-11T00:00:00+07:00
3682,Minh Khai - Bắc Từ Liêm,52.0,pm25,µg/m³,2024-06-12T00:00:00+07:00
3683,Minh Khai - Bắc Từ Liêm,32.2,pm25,µg/m³,2024-06-13T00:00:00+07:00
3684,Minh Khai - Bắc Từ Liêm,54.6,pm25,µg/m³,2024-06-14T00:00:00+07:00
3685,Minh Khai - Bắc Từ Liêm,61.1,pm25,µg/m³,2024-06-15T00:00:00+07:00
3686,Minh Khai - Bắc Từ Liêm,86.7,pm25,µg/m³,2024-06-16T00:00:00+07:00
3687,Minh Khai - Bắc Từ Liêm,294.0,pm25,µg/m³,2024-06-17T00:00:00+07:00
3688,Minh Khai - Bắc Từ Liêm,172.0,pm25,µg/m³,2024-06-18T00:00:00+07:00
3689,Minh Khai - Bắc Từ Liêm,378.0,pm25,µg/m³,2024-06-19T00:00:00+07:00
3690,Minh Khai - Bắc Từ Liêm,95.6,pm25,µg/m³,2024-06-20T00:00:00+07:00
3691,Minh Khai - Bắc Từ Liêm,442.0,pm25,µg/m³,2024-06-21T00:00:00+07:00
3692,Minh Khai - Bắc Từ Liêm,94.8,pm25,µg/m³,2024-06-22T00:00:00+07:00
3693,Minh Khai - Bắc Từ Liêm,31.5,pm25,µg/m³,2024-06-23T00:00:00+07:00
3694,Minh Khai - Bắc Từ Liêm,115.0,pm25,µg/m³,2024-06-24T00:00:00+07:00
3695,Minh Khai - Bắc Từ Liêm,16.8,pm25,µg/m³,2024-06-25T00:00:00+07:00
3696,Minh Khai - Bắc Từ Liêm,11.0,pm25,µg/m³,2024-06-26T00:00:00+07:00
3697,Minh Khai - Bắc Từ Liêm,17.2,pm25,µg/m³,2024-06-27T00:00:00+07:00
3698,Minh Khai - Bắc Từ Liêm,16.9,pm25,µg/m³,2024-06-28T00:00:00+07:00
3699,Minh Khai - Bắc Từ Liêm,24.5,pm25,µg/m³,2024-07-08T00:00:00+07:00
3700,Minh Khai - Bắc Từ Liêm,24.5,pm25,µg/m³,2024-07-09T00:00:00+07:00
3701,Minh Khai - Bắc Từ Liêm,31.6,pm25,µg/m³,2024-07-10T00:00:00+07:00
3702,Minh Khai - Bắc Từ Liêm,23.2,pm25,µg/m³,2024-07-13T00:00:00+07:00
3703,Minh Khai - Bắc Từ Liêm,20.0,pm25,µg/m³,2024-07-14T00:00:00+07:00
3704,Minh Khai - Bắc Từ Liêm,15.4,pm25,µg/m³,2024-07-15T00:00:00+07:00
3705,Minh Khai - Bắc Từ Liêm,12.3,pm25,µg/m³,2024-07-16T00:00:00+07:00
3706,Minh Khai - Bắc Từ Liêm,13.7,pm25,µg/m³,2024-07-17T00:00:00+07:00
3707,Minh Khai - Bắc Từ Liêm,11.0,pm25,µg/m³,2024-07-18T00:00:00+07:00
3708,Minh Khai - Bắc Từ Liêm,10.3,pm25,µg/m³,2024-07-19T00:00:00+07:00
3709,Minh Khai - Bắc Từ Liêm,25.3,pm25,µg/m³,2024-07-20T00:00:00+07:00
3710,Minh Khai - Bắc Từ Liêm,16.6,pm25,µg/m³,2024-07-21T00:00:00+07:00
3711,Minh Khai - Bắc Từ Liêm,14.4,pm25,µg/m³,2024-07-22T00:00:00+07:00
3712,Minh Khai - Bắc Từ Liêm,9.72,pm25,µg/m³,2024-07-23T00:00:00+07:00
3713,Minh Khai - Bắc Từ Liêm,23.1,pm25,µg/m³,2024-07-24T00:00:00+07:00
3714,Minh Khai - Bắc Từ Liêm,29.5,pm25,µg/m³,2024-07-25T00:00:00+07:00
3715,Minh Khai - Bắc Từ Liêm,23.5,pm25,µg/m³,2024-07-26T00:00:00+07:00
3716,Minh Khai - Bắc Từ Liêm,54.0,pm25,µg/m³,2024-07-27T00:00:00+07:00
3717,Minh Khai - Bắc Từ Liêm,10.5,pm25,µg/m³,2024-07-29T00:00:00+07:00
3718,Minh Khai - Bắc Từ Liêm,25.8,pm25,µg/m³,2024-07-30T00:00:00+07:00
3719,Minh Khai - Bắc Từ Liêm,13.2,pm25,µg/m³,2024-07-31T00:00:00+07:00
3720,Minh Khai - Bắc Từ Liêm,15.5,pm25,µg/m³,2024-08-01T00:00:00+07:00
3721,Minh Khai - Bắc Từ Liêm,24.7,pm25,µg/m³,2024-08-02T00:00:00+07:00
3722,Minh Khai - Bắc Từ Liêm,77.4,pm25,µg/m³,2024-08-03T00:00:00+07:00
3723,Minh Khai - Bắc Từ Liêm,41.1,pm25,µg/m³,2024-08-04T00:00:00+07:00
3724,Minh Khai - Bắc Từ Liêm,26.1,pm25,µg/m³,2024-08-05T00:00:00+07:00
3725,Minh Khai - Bắc Từ Liêm,72.7,pm25,µg/m³,2024-08-06T00:00:00+07:00
3726,Minh Khai - Bắc Từ Liêm,33.9,pm25,µg/m³,2024-08-07T00:00:00+07:00
3727,Minh Khai - Bắc Từ Liêm,26.4,pm25,µg/m³,2024-08-08T00:00:00+07:00
3728,Minh Khai - Bắc Từ Liêm,31.5,pm25,µg/m³,2024-08-09T00:00:00+07:00
3729,Minh Khai - Bắc Từ Liêm,115.0,pm25,µg/m³,2024-08-10T00:00:00+07:00
3730,Minh Khai - Bắc Từ Liêm,20.9,pm25,µg/m³,2024-08-11T00:00:00+07:00
3731,Minh Khai - Bắc Từ Liêm,39.7,pm25,µg/m³,2024-08-12T00:00:00+07:00
3732,Minh Khai - Bắc Từ Liêm,33.1,pm25,µg/m³,2024-08-13T00:00:00+07:00
3733,Minh Khai - Bắc Từ Liêm,25.0,pm25,µg/m³,2024-08-14T00:00:00+07:00
3734,Minh Khai - Bắc Từ Liêm,32.5,pm25,µg/m³,2024-08-15T00:00:00+07:00
3735,Minh Khai - Bắc Từ Liêm,52.3,pm25,µg/m³,2024-08-16T00:00:00+07:00
3736,Minh Khai - Bắc Từ Liêm,57.3,pm25,µg/m³,2024-08-17T00:00:00+07:00
3737,Minh Khai - Bắc Từ Liêm,11.4,pm25,µg/m³,2024-08-22T00:00:00+07:00
3738,Minh Khai - Bắc Từ Liêm,25.3,pm25,µg/m³,2024-08-23T00:00:00+07:00
3739,Minh Khai - Bắc Từ Liêm,17.7,pm25,µg/m³,2024-08-24T00:00:00+07:00
3740,Minh Khai - Bắc Từ Liêm,36.4,pm25,µg/m³,2024-08-25T00:00:00+07:00
3741,Minh Khai - Bắc Từ Liêm,31.9,pm25,µg/m³,2024-08-26T00:00:00+07:00
3742,Minh Khai - Bắc Từ Liêm,33.3,pm25,µg/m³,2024-08-27T00:00:00+07:00
3743,Minh Khai - Bắc Từ Liêm,39.7,pm25,µg/m³,2024-08-28T00:00:00+07:00
3744,Minh Khai - Bắc Từ Liêm,47.9,pm25,µg/m³,2024-08-29T00:00:00+07:00
3745,Minh Khai - Bắc Từ Liêm,26.4,pm25,µg/m³,2024-08-30T00:00:00+07:00
3746,Minh Khai - Bắc Từ Liêm,35.5,pm25,µg/m³,2024-08-31T00:00:00+07:00
3747,Minh Khai - Bắc Từ Liêm,48.6,pm25,µg/m³,2024-09-04T00:00:00+07:00
3748,Minh Khai - Bắc Từ Liêm,80.3,pm25,µg/m³,2024-09-05T00:00:00+07:00
3749,Minh Khai - Bắc Từ Liêm,31.3,pm25,µg/m³,2024-09-06T00:00:00+07:00
3750,Minh Khai - Bắc Từ Liêm,27.3,pm25,µg/m³,2024-09-07T00:00:00+07:00
3751,Minh Khai - Bắc Từ Liêm,24.0,pm25,µg/m³,2024-09-12T00:00:00+07:00
3752,Minh Khai - Bắc Từ Liêm,40.8,pm25,µg/m³,2024-09-13T00:00:00+07:00
3753,Minh Khai - Bắc Từ Liêm,48.6,pm25,µg/m³,2024-09-14T00:00:00+07:00
3754,Minh Khai - Bắc Từ Liêm,64.3,pm25,µg/m³,2024-09-15T00:00:00+07:00
3755,Minh Khai - Bắc Từ Liêm,214.0,pm25,µg/m³,2024-09-16T00:00:00+07:00
3756,Minh Khai - Bắc Từ Liêm,25.8,pm25,µg/m³,2024-09-17T00:00:00+07:00
3757,Minh Khai - Bắc Từ Liêm,22.9,pm25,µg/m³,2024-09-18T00:00:00+07:00
3758,Minh Khai - Bắc Từ Liêm,1410.0,pm25,µg/m³,2024-09-19T00:00:00+07:00
3759,Minh Khai - Bắc Từ Liêm,50.2,pm25,µg/m³,2024-09-20T00:00:00+07:00
3760,Minh Khai - Bắc Từ Liêm,22.9,pm25,µg/m³,2024-09-21T00:00:00+07:00
3761,Minh Khai - Bắc Từ Liêm,21.5,pm25,µg/m³,2024-09-22T00:00:00+07:00
3762,Minh Khai - Bắc Từ Liêm,39.9,pm25,µg/m³,2024-09-23T00:00:00+07:00
3763,Minh Khai - Bắc Từ Liêm,73.4,pm25,µg/m³,2024-09-24T00:00:00+07:00
3764,Minh Khai - Bắc Từ Liêm,87.3,pm25,µg/m³,2024-09-25T00:00:00+07:00
3765,Minh Khai - Bắc Từ Liêm,78.7,pm25,µg/m³,2024-09-26T00:00:00+07:00
3766,Minh Khai - Bắc Từ Liêm,70.2,pm25,µg/m³,2024-09-27T00:00:00+07:00
3767,Minh Khai - Bắc Từ Liêm,95.7,pm25,µg/m³,2024-10-07T00:00:00+07:00
3768,Minh Khai - Bắc Từ Liêm,105.0,pm25,µg/m³,2024-10-08T00:00:00+07:00
3769,Minh Khai - Bắc Từ Liêm,429.0,pm25,µg/m³,2024-10-09T00:00:00+07:00
3770,Minh Khai - Bắc Từ Liêm,143.0,pm25,µg/m³,2024-10-10T00:00:00+07:00
3771,Minh Khai - Bắc Từ Liêm,109.0,pm25,µg/m³,2024-10-11T00:00:00+07:00
3772,Minh Khai - Bắc Từ Liêm,66.9,pm25,µg/m³,2024-10-12T00:00:00+07:00
3773,Minh Khai - Bắc Từ Liêm,465.0,pm25,µg/m³,2024-10-13T00:00:00+07:00
3774,Minh Khai - Bắc Từ Liêm,354.0,pm25,µg/m³,2024-10-14T00:00:00+07:00
3775,Minh Khai - Bắc Từ Liêm,41.1,pm25,µg/m³,2024-10-15T00:00:00+07:00
3776,Minh Khai - Bắc Từ Liêm,39.2,pm25,µg/m³,2024-10-16T00:00:00+07:00
3777,Minh Khai - Bắc Từ Liêm,463.0,pm25,µg/m³,2024-10-17T00:00:00+07:00
3778,Minh Khai - Bắc Từ Liêm,331.0,pm25,µg/m³,2024-10-18T00:00:00+07:00
3779,Minh Khai - Bắc Từ Liêm,41.3,pm25,µg/m³,2024-10-19T00:00:00+07:00
3780,Minh Khai - Bắc Từ Liêm,172.0,pm25,µg/m³,2024-10-20T00:00:00+07:00
3781,Minh Khai - Bắc Từ Liêm,98.4,pm25,µg/m³,2024-10-21T00:00:00+07:00
3782,Minh Khai - Bắc Từ Liêm,45.7,pm25,µg/m³,2024-10-22T00:00:00+07:00
3783,Minh Khai - Bắc Từ Liêm,26.4,pm25,µg/m³,2024-10-23T00:00:00+07:00
3784,Minh Khai - Bắc Từ Liêm,63.9,pm25,µg/m³,2024-10-24T00:00:00+07:00
3785,Minh Khai - Bắc Từ Liêm,117.0,pm25,µg/m³,2024-10-25T00:00:00+07:00
3786,Minh Khai - Bắc Từ Liêm,139.0,pm25,µg/m³,2024-10-26T00:00:00+07:00
3787,Minh Khai - Bắc Từ Liêm,77.3,pm25,µg/m³,2024-10-27T00:00:00+07:00
3788,Minh Khai - Bắc Từ Liêm,28.9,pm25,µg/m³,2024-10-28T00:00:00+07:00
3789,Minh Khai - Bắc Từ Liêm,51.5,pm25,µg/m³,2024-10-29T00:00:00+07:00
3790,Minh Khai - Bắc Từ Liêm,101.0,pm25,µg/m³,2024-10-30T00:00:00+07:00
3791,Minh Khai - Bắc Từ Liêm,115.0,pm25,µg/m³,2024-10-31T00:00:00+07:00
3792,Minh Khai - Bắc Từ Liêm,134.0,pm25,µg/m³,2024-11-01T00:00:00+07:00
3793,Minh Khai - Bắc Từ Liêm,103.0,pm25,µg/m³,2024-11-02T00:00:00+07:00
3794,Minh Khai - Bắc Từ Liêm,88.4,pm25,µg/m³,2024-11-03T00:00:00+07:00
3795,Minh Khai - Bắc Từ Liêm,97.8,pm25,µg/m³,2024-11-04T00:00:00+07:00
3796,Minh Khai - Bắc Từ Liêm,70.1,pm25,µg/m³,2024-11-05T00:00:00+07:00
3797,Minh Khai - Bắc Từ Liêm,70.5,pm25,µg/m³,2024-11-06T00:00:00+07:00
3798,Minh Khai - Bắc Từ Liêm,93.1,pm25,µg/m³,2024-11-07T00:00:00+07:00
3799,Minh Khai - Bắc Từ Liêm,240.0,pm25,µg/m³,2024-11-08T00:00:00+07:00
3800,Minh Khai - Bắc Từ Liêm,106.0,pm25,µg/m³,2024-11-09T00:00:00+07:00
3801,Minh Khai - Bắc Từ Liêm,175.0,pm25,µg/m³,2024-11-10T00:00:00+07:00
3802,Minh Khai - Bắc Từ Liêm,142.0,pm25,µg/m³,2024-11-11T00:00:00+07:00
3803,Minh Khai - Bắc Từ Liêm,225.0,pm25,µg/m³,2024-11-12T00:00:00+07:00
3804,Minh Khai - Bắc Từ Liêm,114.0,pm25,µg/m³,2024-11-13T00:00:00+07:00
3805,Minh Khai - Bắc Từ Liêm,77.2,pm25,µg/m³,2024-11-14T00:00:00+07:00
3806,Minh Khai - Bắc Từ Liêm,205.0,pm25,µg/m³,2024-11-15T00:00:00+07:00
3807,Minh Khai - Bắc Từ Liêm,65.7,pm25,µg/m³,2024-11-16T00:00:00+07:00
3808,Minh Khai - Bắc Từ Liêm,65.4,pm25,µg/m³,2024-11-17T00:00:00+07:00
3809,Minh Khai - Bắc Từ Liêm,70.3,pm25,µg/m³,2024-11-18T00:00:00+07:00
3810,Minh Khai - Bắc Từ Liêm,84.9,pm25,µg/m³,2024-11-19T00:00:00+07:00
3811,Minh Khai - Bắc Từ Liêm,48.9,pm25,µg/m³,2024-11-20T00:00:00+07:00
3812,Minh Khai - Bắc Từ Liêm,60.9,pm25,µg/m³,2024-11-21T00:00:00+07:00
3813,Minh Khai - Bắc Từ Liêm,66.2,pm25,µg/m³,2024-11-22T00:00:00+07:00
3814,Minh Khai - Bắc Từ Liêm,111.0,pm25,µg/m³,2024-11-23T00:00:00+07:00
3815,Minh Khai - Bắc Từ Liêm,89.0,pm25,µg/m³,2024-11-24T00:00:00+07:00
3816,Minh Khai - Bắc Từ Liêm,122.0,pm25,µg/m³,2024-11-25T00:00:00+07:00
3817,Minh Khai - Bắc Từ Liêm,36.9,pm25,µg/m³,2024-11-27T00:00:00+07:00
3818,Minh Khai - Bắc Từ Liêm,37.5,pm25,µg/m³,2024-11-28T00:00:00+07:00
3819,Minh Khai - Bắc Từ Liêm,64.9,pm25,µg/m³,2024-11-29T00:00:00+07:00
3820,Minh Khai - Bắc Từ Liêm,110.0,pm25,µg/m³,2024-11-30T00:00:00+07:00
3821,Minh Khai - Bắc Từ Liêm,88.8,pm25,µg/m³,2024-12-01T00:00:00+07:00
3822,Minh Khai - Bắc Từ Liêm,67.5,pm25,µg/m³,2024-12-02T00:00:00+07:00
3823,Minh Khai - Bắc Từ Liêm,48.7,pm25,µg/m³,2024-12-03T00:00:00+07:00
